234424062,data\ca\154973\182784\241636622.html,Hearthstone Inn Sydney,"This hotel was the most helpful in my situation finding myself homeless for the first time in my life with help from the salvage army and a friend helping with my stay here and most of all Gloria the manager and her staff a specially Gloria helping me out with the financial situation for the stay here I thank you verymuch , guests out the if your looking for a great place to stay you found it the make over on this hotel was fabulous and the food in the restaurant was awesome friendly and fast again give this place a try you won't be disappointed believe thank you Gloria and staff,Sheldon mcneil",5,positive
526636297,data\ca\154973\182784\3207332.html,Hearthstone Inn Sydney,"The hotel looks more like a shack from the outside, but better from the inside. The rooms are nice and the pool area is clean, although the water was very cold. The staff is not well trained at all. I stayed on a night that the hotel was fully booked. It was noisy, the fire alarm went off in the middle of the night, because people were smoking were they shouldn't have been. The staff did not respond properly or offer any explanation in the morning. And above all the stay was not cheap at all. If coming to Sydney again I would search for a different option.",2,negative
506013968,data\ca\154973\182784\3207332.html,Hearthstone Inn Sydney,,2,negative
320500530,data\ca\154973\182784\328545681.html,Hearthstone Inn Sydney,"This review is a little late but I wanted to make sure we told our story. My wife and I were looking to get married at home in Cape Breton but had a really tough time finding the right venue. We had already consulted with Chef Ardon Moffard of Governors Pub and Eatery about catering and were excited by the menu choice. Upon his suggestion we took a look at the Hearthstone's venue spaces and immediately saw the potential. We planned the dinner in the courtyard outside in the open air, and a party and dance in the ballroom. I have to say that working with Ardon and his staff was such a great experience and really took away so much of the stress of planning a wedding. From our dinner menu, to drink selection, the work they did on the outside bar, our decorator Maureen Barrington who works very close with the event staff it all worked out so well. We had some specific things we wanted to have for the event and no job was really too small. The guests had a great time, and for the amount of people we had either indoors dancing and listening to the bands that played, or sitting out under the stars drinking local craft brewed beer, we were told by SO MANY people that it was easily the best wedding they had ever gone to. If you are planning a wedding in Sydney I'd highly recommend this venue with this staff. Governors runs a good ship and they've done a great job turning this space in to a go to spot for Sydney.",5,positive
328545681,data\ca\154973\182784\330828689.html,Hearthstone Inn Sydney,"We go on a girls weekend every year back home to Cape Breton and this year we decided to try the Hearthstone. We will not be back we had two rooms and asked for them to be adjoining and they were but which other people. When I checked in I was given zero information I had to ask when breakfast was, where it was, when it was and ever after all that was not told we needed to get a voucher from the front desk before we were able to get it. We go into the breakfast room to eat assuming it's a buffet and were told by other patrons that we needed a ticket. We went to the front desk lady who looked at us like we had 10 heads and was quite snippy like we should have known what to do. After receiving the vouchers back we go where the wait staff was less than friendly. We were given a choice of hot or cold breakfast we chose hot and you can have your eggs any style so one of my aunts wanted poached oh no we don't do that. Boiled? Nope well then it's not really any style you should provide options. The ""orange juice"" was tang and not delicious. The breakfast itself was okay once it arrived. The next day we were prepared we got our vouchers and checked out sat down for breakfast and were told we only do breakfast until 11 on Sunday's even though we were Just given the vouchers the waitress went to talk to the guy at the front desk and then the cook went out. If your going to change hours it should be posted. The hotel itself looks like it's trying we went down to check out the pool and the hallway leading to it was a mess there were wrappers and garbage all along the hall with no one around the pool itself had dirt in the bottom of it. Our room was iffy the carpet was gross there was Lego, a hair clip and dirt behind out night stand, the bed and bathtub had hair in them and there was this gross orange rusty stuff around the toilet. We will not be back.",2,negative
330828689,data\ca\154973\182784\333156699.html,Hearthstone Inn Sydney,"I've stayed at the Hearthstone Inn Sydney on many occasions. Each time I am greeted by the friendliest staff. Having things available such as the gym, pool and free wifi is a great advantage. Not to mention the restaurant within the hotel with some of the greatest food. I have and will continue to recommend this hotel to many friends, family etc. Thanks for the great hospitality!!",5,positive
333156699,data\ca\154973\182784\333271024.html,Hearthstone Inn Sydney,"We stayed here for 2 nights while in Sydney visiting family. Our room was clean and comfortable. The girl at front desk was very nice, I forgot my phone charger and she actually lent me her's. The breakfast was good, they serve an actal breakfast most hotels I've stayed in offer muffins and frozen eggs so this was a real bonus. I will definitely be staying here again.",4,positive
333271024,data\ca\154973\182784\333380913.html,Hearthstone Inn Sydney,"I stayed at this property for over a week while working the Cape Breton Jazz Festival in August 2015. Having spent many days in properties in many areas over the years, the Hearthstone held it's own for me. Great friendly staff, comfortable room and the food at the Commoner Table & Tap was awesome. I took full advantage of the pool and the pub. During my work, I pushed the staff to meet my clients needs, only to be met with complete and enthusiastic cooperation. That for me, goes a very long way. I have no problem recommending this property to anyone wishing to stay in Sydney looking for good clean comfortable accommodations, coupled with great food while either working or just to take in all that the area has to offer. Give it a go.",5,positive
381923554,data\ca\154973\182784\383821574.html,Hearthstone Inn Sydney,"I found this hotel is an excellent place for Family Getaways, although this time I travelled solo to explore Cape Breton area. I sure should come back to visit Nova Scotia with my family for Cabot Trail and Fortress Louisburg. Check In service was fast, room is clean, coffee maker with condiments, hot shower/bathtub, and firm bed.",5,positive
390797330,data\ca\154973\182784\392692335.html,Hearthstone Inn Sydney,"We stayed at the Hearthstone last year and the room was wonderful, so being that we had a good first experience, we returned this year, had made a reservation in april, and when we arrived we were given a key to a room that I will only describe, as a room that ""Mr and Mrs Smith, would rent for an hour, if you get my drift.  The room had black lamenant flooring, there looked like what I would describe a bullet hole in the wall. the bedside tables were orange crates there was a desk and one chair, and next to the bureau there as a wooden barrel with a plexxy glass top to make up another table, the only other chair in the room was the toilet in the bathroom. behind the drapes there was evidence of duct tape that was painted the same color of the room, charcoal grey.  When we asked to have a different room, they said and I quote ""that room is newly renovated? it had a mirror on the wall that was held up with what looked like a belt!!   They went on to tell us that this was a ""theme room"" called the miner's room! Just my opinion but no self respecting miner would stay in that room!! They hummed and hawed, and were procrastinating hoping we would change our minds and go along with staying there, we asked 3 times for our money back, and still they were not going to comply, hoping we would accept their explanation, only when I stood in the middle of their lobby calling the Travel Lodge, 2 doors down on my speakerphone, did we get Our money back!! There is no way, that the Hearthstone in Sydney can be run by Cape Breton Born Management, they were totally not what represents, Cape Breton. #Hearthstone # CapeBreton",1,negative
401707016,data\ca\154973\182784\402832085.html,Hearthstone Inn Sydney,"We spent a total of four miserable nights at this place. Our experience can be summed up as follows:  1) The front desk staff were rude, unhelpful, and looked like they hated their lives. One of them had breath reeking of alcohol at 8 AM. 2) Our card keys stopped working every. single. night.  3) Our rooms were on the ground floor below the lobby and smelled perpetually of mold and stagnant water. 4) The rooms had a thinly masked smell of urine and were infested with giant ants. 5) We woke up every morning (five of us) with bad coughs, which subsided as soon as we left the inn.  6) They screwed up our breakfast orders daily. 7) The water pressure in our bathroom sink alternated between a trickle and a firehose on full blast.  8) The wifi signal cut out every five minutes.  Would not come again. Ever.",1,negative
3207332,data\ca\154973\182784\4393800.html,Hearthstone Inn Sydney,"I loved this great hotel!! I was here for a christmas party in 2005 and the hotel was just great. The pool was beautiful, the rooms were nice the simmons beautyrest beds are a real treat. The only letdown of this hotel is their so called fitness room. It is 4 peices of equpment in the hallway leading to the pool. The dining room was great. I would recomment this hotel to anyone traviling to Sydney. PS: When trying to find the hotel, be careful as the hotel has only 1 driveway and is hard to miss.",5,positive
462556822,data\ca\154973\182784\474735278.html,Hearthstone Inn Sydney,"To begin we checked in to what we were told would be a floor that our group(team) was staying. We were given a room on the first floor(basement) upon unlocking the door the smell of mold was so strong. My daughter has allergies so we requested a new room. The front desk staff made us feel like we were imposing on them; although they did apologize. We moved to the 3 floor and went to get the rest of our luggage. We (including my 12yr old) had to walk through a cloud of marijuana smoke as a gentleman smoked his joint right in front of the front entrance. When we mentioned it to the front desk staff they just shrugged. After settling in the room I noticed dried urine right in front of the toilet( I have a photo to prove) it was disgusting. The hotel was hosting two basketball teams but even with all this business they refused to provide a free breakfast to more than 2 people per room. Considering most of the team ate dinner twice in the restaurant a free child's breakfast isn't much to ask. Our team children wanted to swim in the evening and because the hotel was renovating there was construction materials, large windows and stacks of unpacked flooring all over the halls by the pool. This is a huge liability if one of those children were to get injured( we instructed them to stay clear of it) during our stay we were forced to walk through marijuana and cigarette smoke at both entrances. The staff did not seem to be bothered to enforce their no smoking sign. When getting ready to leave I always check under the bed as kids tend to leave things behind. There were dried up Timbits under the bed! It was quite evident that the hotel is not cleaned properly. Other members of our group found toenail clippings in the bed, blood on sheets and makeup stains on pillowcases and hair(small curly) in the sink when first entering the hroom room. When I checked out I listed all of our concerns and made the desk clerk write them down. She assured me that the manager would call me as a follow up. Two weeks and still no call. I also had to call them to have our 100(incidental charge) refunded as they did not put it in as a hold they charged my credit card 100 more than the total bill. So all around unpleasant experience at this hotel. I will say that the restaurant was a very good experience( only to find out they are a separate company, lol better management ) the staff and food was amazing at the restaurant.",2,negative
526472570,data\ca\154973\182784\527392219.html,Hearthstone Inn Sydney,"Our stay at the Inn was delightful. Staff members Johnathan, Lloyd, Alicia, and Sharon were courteous and very knowledgeable about local attractions and history. They made us feel very welcome on our visit to Sydney. The rooms were clean and comfortable, but the people are what usually make a visit memorable! We most appreciated the bottled water and ""whoopie pies"" that your inn provided for our bus group! Thank you.",5,positive
4393800,data\ca\154973\182784\5699202.html,Hearthstone Inn Sydney,The interior of the rooms look better than the outside appearance of the building might suggest. The desk clerk was very helpful. Nothing really special to say about the place. It served our needs - we needed a place to stay overnight before catching the ferry to Newfoundland in the morning.,3,negative
5699202,data\ca\154973\182784\8467073.html,Hearthstone Inn Sydney,"We stayed in this Quality Inn while heading to Newfoundland. The hotel is clean with the amenities you'd expect of a hotel in this price range (roughly CDN$150 / night). Service was courteous and efficient. However, we didn't get room service or request anything out of the ordinary, so we were pretty low-maintenance guests. We didn't try the restaurant or bar, although the restaurant was pretty busy in the evening, so it can't be too bad.  Our room had relatively new furniture and appliances. The bed was firm and comfortable. The room was non-smoking and had no discernable odor or signs of having been smoked in. TV had the normal cable channels. There was also a pay for movie service. Free Internet access was included. The indoor pool was in good condition and well maintained.  The location is convenient to downtown Sydney (not that there's much there, but still). We stayed here because we needed to catch the ferry to Newfoundland the next day. The ferry is about 7-10 miles from the hotel.  On the negative side, if you're on the side close to the road, you will get some road noise at night. It didn't bother me, but I can imagine it might bother some. Also, the front parking lot is in decent condition, but the rear parking lot is gravel. I've found a lot of gravel roads and gravel parking lots in Nova Scotia, so not unusual, I suppose. Lastly, while our room had new furniture and was quite clean, there were plenty of wear signs, including spots on the rug, scratches and marks on the walls, and chips in the sink. This is not a big deal, but kept me from rating the experience ""Above Average"".",3,negative
8467073,data\ca\154973\182784\8467567.html,Hearthstone Inn Sydney,"My room was great. Clean, quiet, a vew of a lake and the ruins of a neighboring hotel. Stay on top floor ONLY. The middle floor had a lot of hallway traffic and the lower floor was a dump. The pool area was ugly, and the restaurant reminded me of Jimmy Buffet singing about the menu at a Holiday Inn. Parking far from room.  Now to be fair, my last stay at a Quality Inn was when they were called Quality Courts so it has been awhile, and it will probably be another 30 years or so until I stay in one again. The feeling of staying there was like returning to the early 1970's style Quality's, Ramada's, and Holiday Inns. The only thing missing was Black Medittereanean furniture and red carpeting.  I'd stay at the Delta. It is closer to the downtown area.",2,negative
119239654,data\ca\154973\182785\119366289.html,Cambridge Suites - Sydney,"Our stay in late August of this year was a comfortable one. We are a family of five; utilizing two suites for four nights, who were visiting relatives and dropping our youngest at Acadia University. Staff was friendly and accomodating, particularly in the restaurant. We left early (5:00) a.m. and did not, unfortunately, take the time to review our bill. Upon review, we discovered that we were charged for parking our rental vehicle in the Cambridge parking lot. We were very surprised, and not pleased to be charged for utilizing the parking lot while we were guests of the hotel.  I e-mailed the hotel to express my dismay and received the following automated response on September 18, 2011 from Michele Bianchini | General Manager | Cambridge Suites Hotel Sydney:   'Thank you for sending in your feedback. You can view the survey you submitted online. I appreciate your time. We'll get back to you shortly.'   When I had not received any further communication from the hotel by October 1, I e-mailed again. I received this automated response to my second e-mail:  'Hope you are enjoying this wonderful fall weather. As a member, I will be attending the Hotel Assoctiaotion of Nova Scotia Annual golf tournament on Thursday. On Friday I have the difficult task of attending the NSLC annual wine show, looking for wonderful wines to offer our guests at TRIO. Back in the office on Monday, October3rd.' Michele Bianchini | General Manager | Cambridge Suites Hotel Sydney   To date, I have not received any further communication from Cambridge Suites or Michele Bianchini, General Manager. - Must have been quite the wine party!!!???",3,negative
121076772,data\ca\154973\182785\121713573.html,Cambridge Suites - Sydney,"The Cambridge is an excellent choice in Sydney. Great value, superb location and wonderful staff. I was here as part of a business meeting and stayed just one night but everything was terrific. Highly recommended.",4,positive
168907911,data\ca\154973\182785\169347600.html,Cambridge Suites - Sydney,"Called to ask about special rates and was told to look online. Found a Summer Sizzler Deal that included steak or chicken dinner for each night of reservation, free parking and a one bedroom suite for $159. What a deal we thought. The reviews online for this hotel were pretty good, so we thought what could possibly not be as advertised.  To start, the hotel parking would have been $2 a day with only 2 sides fenced in with an arm for a gate that required a parking card. One side was completely open to the boardwalk/water side where anyone could come right in. Oh yeah, and the so-called advertised boardwalk was a walkway along the water...very short...that went in front of about 3 hotels and a parking lot. no shops, no restaurants, no pubs, no reason to be out there. The hotel was in downtown Sydney, but what most people do not realize is there is absolutely nothing to walk to or do in Sydney. No attractions, no events, etc. We don't understand why people would come here. We actually stayed here because it was about an hour away from Louisborg Fort, which is why we stayed here.  The hotel itself was relatively clean, but looked old. The hallway and actual rooms reminded you of a creepy, old extended stay with dark , musty hallways and funky smells in the rooms. Very cheaply done with mismatched furniture.  The deal for the Steak and Chicken Dinner consisted of telling the front desk which type of dinner we would like and then..are you ready for this?....we had to find the roof of the hotel, which was not marked by signs for the roof, but for signs for the Fitness Center..and then find our way out the roof...yes, the roof...find one of two gas grills that worked and make our own steak and chicken. I have to admit, they gave us a huge container of fresh slices of pepper, zucchini, onion, broccoli, and two baked potatoes and a large Delmonico steak and half a chicken. (The potatoes were cooked for us, everything else we had to treck up the roof to cook on the gas grill ourselves). Oh, almost forgot, both nights they brought us our food to cook, it was raining, so not only did we have to cook our own dinners while on vacation, but we had to cook them outside in the pouring rain! (Oh, and they brought a temperature probe to use, but forgot to put batteries in it making is useless).   The housekeeper did not take the tray of the dirty dishes from our room from the previous night and what we thought was really odd was that there was a small kitchenette with refrigerator and sink, and microwave, but no paper towels, no dish liquid, no dish rag, etc. There also was no hand soap given and we had to wash our hands with body soap as that I all they gave you.  I just realized, the hotel said they accepted pets on all floors except the floor we booked, but I could swear that weird smell in the rooms was from pets...who knows?  The complimentary breakfast was pathetic! They have their own restaurant, but all they offered you for breakfast was bagels, bread, and dry cereal. They had tea, coffee, and orange juice.  The place looked like it had not been remodeled from when it was built back in the 70's , 80's...not nice and chique like the photos reflect.  I am sure there are other hotels to stay in than this one, but perhaps do your research better than we did and pick a place where at least you can walk or drive to something to do. Too overpriced, old, smelly, and just needs major renovations!",2,negative
183928937,data\ca\154973\182785\183975077.html,Cambridge Suites - Sydney,"We booked a room well in advance of NS Music Week, with the NSMW room rate. We booked online, four people for four nights, and were quoted with a price of $516 total. Because the friend who booked the room is diligent and thorough, she followed up her online booking with a phone call where she confirmed our rate was for four people, and the employee she spoke to confirmed that the rate and numbers were correct.  Today, we arrived in Sydney after a five-hour drive from Halifax. When our friend went to check into the room, she was told it would be $852, not $516, because there are four of us staying in the room. We explained that we had not once but TWICE (online and on the phone) confirmed the rate, and being young musicians and music industry workers, we didn't have an extra $300. Not to mention the fact that the price we were quoted and had CONFIRMED with their staff was $516.  The front desk employees at first insisted that they were not taking advantage of our being young-looking women (we're all in our 20s), and then immediately, in a patronizing tone, suggested that maybe we just weren't ""used to staying in hotels"". I explained that we didn't have the extra $300, and that they could either give us the price they had QUOTED and CONFIRMED, or we could go elsewhere.  At this point, the manager was brought out, a man named Doug. He stood and smirked at us the ENTIRE time he spoke to us, and resorted to repeating the phrase ""The room rate is $169 per night. The room rate is $169 per night,"" before walking away saying that ""We obviously can't come to a resolution"". At no point did he or his staff make ANY effort to compromise or see if there was anything they could do for us; they simply repeated the rate and stared at us, waiting for us to pay.  At this point, I went to my phone and placed a call to the number on the website, stating that I wanted to make a complaint about the manager. The woman sounded surprised but agreed to put me through to the General Manager. I got a voicemail and left a message with Michele, the GM.  At this point, Doug returned and continued to smirk and repeat the same line about that being the rate. At no point did ANYONE try to make a compromise or make any effort to make it right-- they simply repeated the price and waited. Though we explained that a mistake had been made on THEIR end and that good customer service would dictate that they should honor their mistake, they insisted that it must have been a mistake on our end and the rate would stand. The only thing they offered was to take off the $7/day parking rate.  When I mentioned to Doug that I had called to make a complaint about him, he smirked and said ""I know-- you called OUR reservation desk"". He clearly had NO fear or worry about my complaint against him.  Ultimately, he brought out a woman named Heather who explained, once again, that the rate would stand. She then offered to call and make a reservation for us at a competing hotel if we weren't willing to pay the rate. So, we're paying $200/night for a bland, crowded, double hotel room.  I sure hope Cambridge Suites needed that extra $300 per night, because it's not like we did. Ultimately, the thing I'm most upset about is the way we were treated and the fact that they were COMPLETELY unwilling to make any compromises or concessions whatsoever. The WORST customer service experience I've EVER had and I'll never spend another cent at Cambridge Suites.",1,negative
203283109,data\ca\154973\182785\204407000.html,Cambridge Suites - Sydney,"My stay at the Cambridge Suites Sydney was the worst hotel experience that I have ever encountered and one that I will always remember. I was staying here while attending a banquet with my graduating class. After the banquet all of our rooms were in close proximity to each other and we were all going back and forth to rooms and ended up staying in my room to chat and have a couple of drinks. We did not have any music playing and the TV was on mute with a hockey game on. Throughout the night we heard of other rooms that were receiving noise complaints but my room did not received one single knock at the door. Around 2:30am five police officers and one of the hotel “auditors” knocked at my door and asked to speak to me. I was then notified that I was being evicted from the hotel. I have stayed at many hotels with sports teams in the past and understand that if there are noise complaints that your can be kicked out of the hotel but I had not received one warning from the hotel staff throughout the night. This was absolutely ridiculous and humiliating. The next day when I went in to speak with one of the managers about the situation she stated that the auditors stated that they were at my room multiple times and warned me about the noise complaints. A couple of days later I received a call from the hotel stating that I had to pay the bill for my room and that I was basically a liar because the auditors said they did go to my room multiple times although they did not speak one word to me the whole night. Overall the hotel is beautiful and the restaurant is amazing but, I would never recommend this hotel strictly because of their poor customer service skills.",1,negative
295813112,data\ca\154973\182785\296080486.html,Cambridge Suites - Sydney,"This hotel is incurring poor management issues plus in the need of upgrading. During our stay we had difficulties getting checked in. Check in time didn't matter we all had to wait 5 hours to get our room keys. Housekeeping staff sometimes even neglected to clean our rooms on a daily basis. Front line staff didn't know the hotel had an operational restaurant apparently and the free breakfast was a disaster. Three out of four mornings we arrived to empty containers, no dishes or cutlery. Imagine so many people just standing there waiting for terrible food when it arrived and the front entrance and lobby lined up with customers waiting somewhat patiently for their free breakfast. No staff member seem concerned or even attempted to offer explanation. I'm not really understanding how such a well known hotel as this can offer such poor service to it's paying customers. We had the opportunity to book one night at the Holiday Inn just steps away and the difference of the two hotels were like night and day. There were just too many issues to even attempt to explain and would recommend looking elsewhere.",2,negative
350489816,data\ca\154973\182785\351045927.html,Cambridge Suites - Sydney,Just feeling the hotel was sub par this trip. Maybe it was the room I was given with a tired and beaten up coffee table that should have been donated to charity a long time ago. It set the tone unfortunately. I used to love staying here in the past but will consider other options next time I travel to Sydney. Can't beat the location though!,3,negative
3617477,data\ca\154973\182785\3934347.html,Cambridge Suites - Sydney,"This place is fantastic, everything done to perfection. Large suite, clean room, microwave, refrigerator, coffee pot, furnished breakfast brought to your room when you ask for it, your choice of white or red wine at turn down every night. On top of this every wednesday night the manager has a ""Snack"" on the roof garden. This snack is a all you can eat cook out. Hambergers, hotdogs, etc. plus your drink.",5,positive
402554188,data\ca\154973\182785\403433610.html,Cambridge Suites - Sydney,"I stayed at the Cambridge recently while vacationing. The hotel is nice with pleasant staff and nice facilities, plus the location on the Sydney waterfront is tremendous. However, there were some issues. I booked a suite with two double beds yet the beds were actually 3/4 beds (48"" wide)! Had our party been four adults, we would have had to change rooms, which probably wouldn't have been possible since I believe the hotel was fully booked. In addition, the suite was showing some signs of lack of maintenance with wallpaper peeling off in the bathroom. Otherwise the suite was fine.  My only other problem was upon checkout the bill was $10 higher for the first night the on my reservation. I pointed this out to the girl at the front desk, who then processed what she said was a $10 refund. However, afterwards, I checked this and discovered she'd in fact added the amount and not refunded. I asked another clerk to fix this and he did so promptly. I really don't understand why the additional charge was there in the first place unless the Cambridge's reservation system is not working properly. I might add that during my Maritime vacation, I stayed in several hotels, a couple of which were higher level spots than the Cambridge Suites and all of them offered free parking whereas the Cambridge Suites charged $7/night. Were they offering indoor parking at that rate I could understand, but it was simply an outdoor parking lot beside the hotel.",3,negative
428922069,data\ca\154973\182785\430059361.html,Cambridge Suites - Sydney,"Hotel has a great location, and the rooms are a great size for extended stays. However, there are several areas that could be improved on.  Constantly ran out of coffee at breakfast. Coffee cups hold about 3 swallows, so second cup needed, but often wasn't any coffee to be had. Otherwise, breakfast was really good, with lots of choices.  Rooms need to be thoroughly cleaned. Dust on furniture and dirt on carpet. Furnishing dirty and worn; need replacing. Curtains couldn't be opened; neither could windows. Fridge either froze things solid, or didn't keep them cold.  Shower has great water pressure, but too much for the tub drain to handle. So a 10 minute shower resulted in standing in ankle deep water. Tub was old and stained, and the shower curtain wasn't waterproof, so puddles of water ended up on the bathroom floor.  For an hotel to call itself an 'extended stay' hotel, I would expect a few things in the room. Place setting for 4 (only had 2), dishtowel, dish soap, etc would be expected. Otherwise, I would have to either pack them, or buy them and leave them in the hotel.  Given my experience here (8 days), I would be tempted to try somewhere else",3,negative
468384530,data\ca\154973\182785\469057913.html,Cambridge Suites - Sydney,The room was too warm- staff could. It fix the issue- told us to open the windows. The windows opened 1/4 inch only and this didn't help. Lots of partying youth yelling profanity and leaving garbage around until late night hours- not addressed. One young adult had a referee whistle which she blew in the hallway all night. I didn't have my children with me- thankfully. The jets in the whirlpool don't work. The restaurant was excellent. Had to pay $7 for parking on top of our room fee. Overall- won't be staying here again.,2,negative
